USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.1  0.3  23504 14808 ?        Ss   15:49   0:04 /sbin/init splash --- auto automatic-ubiquity noprompt
ubuntu      3807  0.0  0.2 398044  8188 ?        Ssl  15:50   0:00 /usr/libexec/gvfs-afc-volume-monitor
ubuntu      3839  0.0  0.6 2540176 27476 ?       Sl   15:50   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
ubuntu      3946  0.0  0.1 319132  7372 ?        Sl   15:50   0:00 /usr/libexec/ibus-dconf
ubuntu      3947  0.0  0.7 353808 29932 ?        Sl   15:50   0:02 /usr/libexec/ibus-extension-gtk3
ubuntu      3952  0.0  0.6 275524 25120 ?        Sl   15:50   0:00 /usr/libexec/ibus-x11 --kill-daemon
ubuntu      3955  0.0  0.7 817652 29552 ?        SNsl 15:50   0:00 /usr/libexec/tracker-miner-fs-3
ubuntu      3956  0.0  0.1 319096  7308 ?        Sl   15:50   0:00 /usr/libexec/ibus-portal
ubuntu      3990  0.0  0.2 245440  7976 ?        Sl   15:50   0:01 /usr/libexec/ibus-engine-simple
ubuntu      4040  0.0  0.2 544380  9264 ?        Sl   15:50   0:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
ubuntu      4101  0.0  0.3 1103552 15012 ?       Ssl  15:50   0:00 /usr/libexec/xdg-desktop-portal
ubuntu      4111  0.0  0.1 897496  7500 ?        Ssl  15:50   0:00 /usr/libexec/xdg-document-portal
root        4126  0.0  0.0   2704  2036 ?        Ss   15:50   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
ubuntu      4132  0.0  2.4 1106348 96696 ?       Ssl  15:50   0:00 /usr/libexec/xdg-desktop-portal-gnome
ubuntu      4196  0.0  0.6 424172 26188 ?        Ssl  15:50   0:00 /usr/libexec/xdg-desktop-portal-gtk
ubuntu      4397  0.0  0.2  39128 11576 ?        Ss   15:50   0:00 /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
ubuntu      4587  0.0  2.2 560724 89516 ?        Sl   15:50   0:00 /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
root        4767  0.0  0.0  18608  3672 ?        Ss   15:50   0:00 /bin/bash /snap/ubuntu-desktop-bootstrap/315/bin/subiquity-server
root        4800  0.0  1.9 630228 76076 ?        Sl   15:50   0:04 /snap/ubuntu-desktop-bootstrap/315/usr/bin/python3.10 -m subiquity.cmd.server --use-os-prober --storage-version=2 --postinst-hooks-dir=/snap/ubuntu-desktop-bootstrap/315/etc/subiquity/postinst.d
root        4872  0.0  0.0      0     0 ?        I<   15:50   0:00 [kworker/R-cfg80211]
root        5014  0.0  0.0      0     0 ?        I<   15:50   0:00 [kworker/R-xfsalloc]
root        5015  0.0  0.0      0     0 ?        I<   15:50   0:00 [kworker/R-xfs_mru_cache]
root        5018  0.0  0.0      0     0 ?        S    15:50   0:00 [jfsIO]
root        5019  0.0  0.0      0     0 ?        S    15:50   0:00 [jfsCommit]
root        5020  0.0  0.0      0     0 ?        S    15:50   0:00 [jfsCommit]
root        5021  0.0  0.0      0     0 ?        S    15:50   0:00 [jfsSync]
root        5233  0.0  0.0      0     0 ?        S    15:50   0:00 [psimon]
ubuntu      5435  0.0  0.6 498064 27116 ?        Sl   15:51   0:00 /usr/bin/update-notifier
ubuntu      5693  0.0  1.6 3377452 63948 ?       Sl   15:51   0:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
ubuntu      5928  0.0  0.2 396900  8448 ?        Sl   15:56   0:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
root        6215  0.0  1.0 664896 42772 ?        Ssl  16:09   0:01 /usr/libexec/fwupd/fwupd
root        6226  0.0  0.0      0     0 ?        I<   16:10   0:00 [kworker/u516:0-ttm]
root        6229  0.0  0.0      0     0 ?        I<   16:12   0:00 [kworker/u517:0-ttm]
ubuntu      6394  2.8 14.2 3527720 565484 ?      Sl   16:24   1:11 /snap/firefox/5751/usr/lib/firefox/firefox
root        6543  0.0  0.0      0     0 ?        I    16:24   0:01 [kworker/u513:2-events_power_efficient]
ubuntu      6607  0.0  1.2 217588 49204 ?        Sl   16:24   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -parentBuildID 20250211160552 -prefsHandle 0 -prefsLen 23717 -prefMapHandle 1 -prefMapSize 258269 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {45556e50-ef2a-44b6-8a9f-52181f6a6889} -parentPid 6394 -crashReporter 5 -appDir /snap/firefox/5751/usr/lib/firefox/browser 1 socket
ubuntu      6669  0.0  2.5 2442264 99024 ?       Sl   16:24   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 26262 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e9a6b10b-7d91-4544-8b2c-2b775b55441e} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 2 tab
ubuntu      6674  0.0  1.4 350248 56056 ?        Sl   16:24   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -parentBuildID 20250211160552 -prefsHandle 0 -prefsLen 26307 -prefMapHandle 1 -prefMapSize 258269 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {22fa48e8-e207-4ef1-9bab-02f6494c4af3} -parentPid 6394 -crashReporter 5 -appDir /snap/firefox/5751/usr/lib/firefox/browser 3 rdd
ubuntu      6700  0.0  3.5 2479064 140236 ?      Sl   16:24   0:01 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 26766 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2673e8f0-4861-4b19-9fa5-e6ec776bf17d} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 4 tab
ubuntu      6745  0.0  2.9 2457680 115820 ?      Sl   16:24   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 25943 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {21ca608a-0973-4e68-aa5a-a89140db2845} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 5 tab
ubuntu      6748  2.1 13.7 3107288 545140 ?      Sl   16:24   0:53 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 25943 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {10c38b6a-0260-47be-b9b7-5dd6a0c14fa1} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 6 tab
ubuntu      6786  0.0  0.5 1239352 20064 ?       Sl   16:24   0:00 /usr/bin/snap userd
ubuntu      7247  0.0  1.4 352296 59364 ?        Sl   16:24   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -parentBuildID 20250211160552 -sandboxingKind 0 -prefsHandle 0 -prefsLen 36990 -prefMapHandle 1 -prefMapSize 258269 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {632b477b-0de4-42a4-a500-966dac2b9868} -parentPid 6394 -crashReporter 5 -appDir /snap/firefox/5751/usr/lib/firefox/browser 7 utility
ubuntu      7452  0.1  2.4 2435588 98904 ?       Sl   16:24   0:03 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 38280 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5096a5e5-10c2-49a2-b7f7-55f1e978a6c5} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 15 tab
ubuntu      7485  0.0  1.9 2404752 77968 ?       Sl   16:25   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 39685 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {696a7226-1379-4b18-801d-b67e9011f4e4} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 16 tab
root        7526  0.0  0.0      0     0 ?        I<   16:25   0:00 [kworker/u517:2-ttm]
ubuntu      7532  0.0  1.9 2404756 77496 ?       Sl   16:25   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 40188 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {3cd330ff-ad15-42a0-9eb9-475d2ba1c1c8} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 17 tab
root        7553  0.0  0.0      0     0 ?        I<   16:25   0:00 [kworker/u516:1-ttm]
ubuntu      7606  0.0  1.9 2404756 77168 ?       Sl   16:27   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 40188 -prefMapHandle 1 -prefMapSize 258269 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8b04c95b-bcfc-4bcf-b24f-a3a434c5a001} -parentPid 6394 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 18 tab
root        7718  0.1  0.0      0     0 ?        I    16:31   0:02 [kworker/u513:1-events_unbound]
root        7745  0.0  0.0  92920  2852 ?        Ss   16:32   0:00 gpg-agent --homedir /var/lib/fwupd/gnupg --use-standard-socket --daemon
root        7939  0.0  0.0      0     0 ?        I    16:41   0:00 [kworker/u514:0-events_power_efficient]
root        7979  0.0  0.0      0     0 ?        I    16:50   0:00 [kworker/0:1-events]
root        8024  0.0  0.0      0     0 ?        I    16:58   0:00 [kworker/u514:2-events_unbound]
root        8046  0.0  0.0      0     0 ?        I    17:00   0:00 [kworker/1:1-events]
root        8048  0.0  0.0      0     0 ?        I    17:00   0:00 [kworker/u513:3-loop0]
root        8065  0.0  0.0      0     0 ?        I<   17:01   0:00 [kworker/u516:2-ttm]
root        8066  0.0  0.0      0     0 ?        I<   17:01   0:00 [kworker/u517:1-ttm]
root        8067  0.0  0.0      0     0 ?        I<   17:01   0:00 [kworker/u517:3-ttm]
root        8081  0.0  0.0      0     0 ?        I<   17:03   0:00 [kworker/u517:4-ttm]
root        8082  0.0  0.0      0     0 ?        I<   17:03   0:00 [kworker/u517:5-ttm]
root        8096  0.0  0.0      0     0 ?        I    17:03   0:00 [kworker/u514:1-events_power_efficient]
ubuntu      8116  4.0  4.4 1463284 175988 ?      Sl   17:04   0:05 /usr/bin/nautilus --gapplication-service
root        8187  0.0  0.0      0     0 ?        I    17:04   0:00 [kworker/0:0-cgroup_destroy]
root        8227  0.0  0.0      0     0 ?        I    17:05   0:00 [kworker/u513:0]
ubuntu      8258  2.3  1.3 849988 54236 ?        Ssl  17:05   0:00 /usr/libexec/gnome-terminal-server
ubuntu      8270  0.0  0.1  19688  5088 pts/0    Ss   17:05   0:00 bash
root        8280  0.0  0.0      0     0 ?        I    17:05   0:00 [kworker/1:2-events]
ubuntu      8286  6.2  0.0  18608  3676 pts/0    S+   17:06   0:00 /bin/bash ./laboratorio06_completo.sh
ubuntu      8290 25.0  0.7 409052 29936 ?        SNl  17:06   0:00 /usr/libexec/tracker-extract-3 --socket-fd 3
ubuntu      8326  250  0.1  22416  4888 pts/0    R+   17:06   0:00 ps aux
